"","x"
"33822","no"
"33823","no"
"33824","yes"
"33825","no"
"33826","no"
"33827","no"
"33828","no"
"33829","no"
"33830","no"
"33831","no"
"33832","no"
"33833","no"
"33834","no"
"33835","no"
"33836","no"
"33837","no"
"33838","no"
"33839","no"
"33840","no"
"33841","no"
"33842","no"
"33843","no"
"33844","no"
"33845","no"
"33846","no"
"33847","no"
"33848","no"
"33849","yes"
"33850","no"
"33851","yes"
"33852","no"
"33853","yes"
"33854","no"
"33855","no"
"33856","no"
"33857","no"
"33858","no"
"33859","no"
"33860","no"
"33861","no"
"33862","no"
"33863","no"
"33864","no"
"33865","no"
"33866","no"
"33867","yes"
"33868","yes"
"33869","no"
"33870","no"
"33871","no"
"33872","no"
"33873","no"
"33874","no"
"33875","no"
"33876","no"
"33877","no"
"33878","no"
"33879","no"
"33880","no"
"33881","no"
"33882","no"
"33883","no"
"33884","no"
"33885","no"
"33886","no"
"33887","no"
"33888","no"
"33889","no"
"33890","no"
"33891","no"
"33892","no"
"33893","no"
"33894","yes"
"33895","no"
"33896","no"
"33897","no"
"33898","yes"
"33899","no"
"33900","no"
"33901","no"
"33902","no"
"33903","no"
"33904","yes"
"33905","no"
"33906","no"
"33907","no"
"33908","no"
"33909","no"
"33910","no"
"33911","no"
"33912","no"
"33913","no"
"33914","no"
"33915","no"
"33916","no"
"33917","no"
"33918","no"
"33919","no"
"33920","no"
"33921","no"
"33922","no"
"33923","no"
"33924","no"
"33925","no"
"33926","no"
"33927","no"
"33928","no"
"33929","no"
"33930","no"
"33931","no"
"33932","no"
"33933","no"
"33934","no"
"33935","no"
"33936","yes"
"33937","no"
"33938","no"
"33939","no"
"33940","no"
"33941","yes"
"33942","no"
"33943","no"
"33944","no"
"33945","no"
"33946","no"
"33947","no"
"33948","no"
"33949","no"
"33950","yes"
"33951","no"
"33952","no"
"33953","no"
"33954","no"
"33955","no"
"33956","no"
"33957","no"
"33958","no"
"33959","no"
"33960","yes"
"33961","no"
"33962","no"
"33963","no"
"33964","yes"
"33965","yes"
"33966","no"
"33967","no"
"33968","yes"
"33969","no"
"33970","no"
"33971","no"
"33972","no"
"33973","no"
"33974","no"
"33975","no"
"33976","no"
"33977","no"
"33978","no"
"33979","yes"
"33980","no"
"33981","yes"
"33982","no"
"33983","no"
"33984","no"
"33985","no"
"33986","no"
"33987","no"
"33988","no"
"33989","no"
"33990","no"
"33991","no"
"33992","no"
"33993","no"
"33994","yes"
"33995","no"
"33996","yes"
"33997","no"
"33998","no"
"33999","no"
"34000","no"
"34001","no"
"34002","yes"
"34003","no"
"34004","no"
"34005","no"
"34006","no"
"34007","no"
"34008","no"
"34009","yes"
"34010","no"
"34011","no"
"34012","no"
"34013","no"
"34014","yes"
"34015","no"
"34016","no"
"34017","no"
"34018","no"
"34019","no"
"34020","no"
"34021","no"
"34022","yes"
"34023","no"
"34024","no"
"34025","no"
"34026","yes"
"34027","no"
"34028","no"
"34029","no"
"34030","no"
"34031","no"
"34032","no"
"34033","no"
"34034","no"
"34035","no"
"34036","no"
"34037","no"
"34038","no"
"34039","no"
"34040","no"
"34041","no"
"34042","no"
"34043","no"
"34044","no"
"34045","no"
"34046","no"
"34047","no"
"34048","no"
"34049","yes"
"34050","no"
"34051","no"
"34052","no"
"34053","no"
"34054","no"
"34055","no"
"34056","no"
"34057","no"
"34058","yes"
"34059","no"
"34060","no"
"34061","no"
"34062","no"
"34063","no"
"34064","no"
"34065","no"
"34066","no"
"34067","no"
"34068","no"
"34069","no"
"34070","no"
"34071","no"
"34072","no"
"34073","no"
"34074","no"
"34075","no"
"34076","no"
"34077","no"
"34078","no"
"34079","no"
"34080","no"
"34081","no"
"34082","no"
"34083","no"
"34084","yes"
"34085","no"
"34086","no"
"34087","no"
"34088","no"
"34089","no"
"34090","no"
"34091","no"
"34092","no"
"34093","no"
"34094","no"
"34095","no"
"34096","no"
"34097","no"
"34098","no"
"34099","no"
"34100","no"
"34101","no"
"34102","no"
"34103","no"
"34104","no"
"34105","no"
"34106","no"
"34107","no"
"34108","no"
"34109","no"
"34110","no"
"34111","no"
"34112","no"
"34113","no"
"34114","no"
"34115","no"
"34116","no"
"34117","no"
"34118","no"
"34119","no"
"34120","no"
"34121","no"
"34122","no"
"34123","no"
"34124","no"
"34125","no"
"34126","no"
"34127","no"
"34128","no"
"34129","no"
"34130","yes"
"34131","no"
"34132","no"
"34133","no"
"34134","no"
"34135","no"
"34136","yes"
"34137","no"
"34138","yes"
"34139","no"
"34140","no"
"34141","no"
"34142","no"
"34143","no"
"34144","no"
"34145","no"
"34146","no"
"34147","no"
"34148","no"
"34149","no"
"34150","no"
"34151","no"
"34152","no"
"34153","yes"
"34154","no"
"34155","no"
"34156","no"
"34157","no"
"34158","yes"
"34159","no"
"34160","no"
"34161","no"
"34162","no"
"34163","no"
"34164","no"
"34165","no"
"34166","no"
"34167","no"
"34168","no"
"34169","no"
"34170","no"
"34171","no"
"34172","no"
"34173","no"
"34174","no"
"34175","no"
"34176","no"
"34177","no"
"34178","yes"
"34179","no"
"34180","no"
"34181","no"
"34182","no"
"34183","yes"
"34184","no"
"34185","no"
"34186","no"
"34187","no"
"34188","no"
"34189","no"
"34190","no"
"34191","yes"
"34192","no"
"34193","no"
"34194","no"
"34195","no"
"34196","no"
"34197","no"
"34198","no"
"34199","yes"
"34200","no"
"34201","no"
"34202","no"
"34203","no"
"34204","no"
"34205","no"
"34206","no"
"34207","no"
"34208","no"
"34209","no"
"34210","no"
"34211","no"
"34212","no"
"34213","no"
"34214","no"
"34215","no"
"34216","no"
"34217","no"
"34218","no"
"34219","no"
"34220","no"
"34221","no"
"34222","yes"
"34223","no"
"34224","no"
"34225","no"
"34226","no"
"34227","no"
"34228","no"
"34229","no"
"34230","no"
"34231","no"
"34232","no"
"34233","no"
"34234","no"
"34235","no"
"34236","no"
"34237","no"
"34238","no"
"34239","no"
"34240","no"
"34241","no"
"34242","no"
"34243","no"
"34244","yes"
"34245","no"
"34246","no"
"34247","no"
"34248","no"
"34249","no"
"34250","no"
"34251","no"
"34252","no"
"34253","no"
"34254","no"
"34255","no"
"34256","no"
"34257","no"
"34258","yes"
"34259","no"
"34260","no"
"34261","no"
"34262","no"
"34263","no"
"34264","no"
"34265","no"
"34266","no"
"34267","no"
"34268","no"
"34269","no"
"34270","no"
"34271","no"
"34272","no"
"34273","no"
"34274","yes"
"34275","yes"
"34276","no"
"34277","no"
"34278","yes"
"34279","no"
"34280","no"
"34281","no"
"34282","no"
"34283","yes"
"34284","yes"
"34285","no"
"34286","no"
"34287","no"
"34288","no"
"34289","yes"
"34290","no"
"34291","no"
"34292","no"
"34293","no"
"34294","no"
"34295","no"
"34296","no"
"34297","no"
"34298","no"
"34299","no"
"34300","no"
"34301","no"
"34302","no"
"34303","no"
"34304","yes"
"34305","no"
"34306","no"
"34307","no"
"34308","no"
"34309","no"
"34310","yes"
"34311","no"
"34312","no"
"34313","yes"
"34314","no"
"34315","no"
"34316","no"
"34317","no"
"34318","no"
"34319","no"
"34320","no"
"34321","no"
"34322","no"
"34323","no"
"34324","no"
"34325","no"
"34326","no"
"34327","no"
"34328","yes"
"34329","no"
"34330","no"
"34331","no"
"34332","no"
"34333","no"
"34334","no"
"34335","no"
"34336","no"
"34337","no"
"34338","yes"
"34339","no"
"34340","no"
"34341","yes"
"34342","yes"
"34343","no"
"34344","no"
"34345","no"
"34346","no"
"34347","no"
"34348","no"
"34349","no"
"34350","no"
"34351","no"
"34352","no"
"34353","no"
"34354","no"
"34355","no"
"34356","no"
"34357","yes"
"34358","no"
"34359","no"
"34360","no"
"34361","yes"
"34362","no"
"34363","no"
"34364","no"
"34365","no"
"34366","no"
"34367","no"
"34368","no"
"34369","no"
"34370","no"
"34371","no"
"34372","no"
"34373","no"
"34374","no"
"34375","no"
"34376","no"
"34377","no"
"34378","no"
"34379","no"
"34380","no"
"34381","no"
"34382","yes"
"34383","no"
"34384","no"
"34385","no"
"34386","no"
"34387","no"
"34388","no"
"34389","no"
"34390","no"
"34391","no"
"34392","yes"
"34393","no"
"34394","no"
"34395","no"
"34396","no"
"34397","no"
"34398","no"
"34399","no"
"34400","no"
"34401","no"
"34402","no"
"34403","no"
"34404","no"
"34405","no"
"34406","no"
"34407","no"
"34408","no"
"34409","no"
"34410","no"
"34411","no"
"34412","no"
"34413","no"
"34414","no"
"34415","yes"
"34416","no"
"34417","no"
"34418","no"
"34419","no"
"34420","no"
"34421","no"
"34422","no"
"34423","yes"
"34424","no"
"34425","no"
"34426","no"
"34427","no"
"34428","no"
"34429","no"
"34430","yes"
"34431","no"
"34432","no"
"34433","no"
"34434","no"
"34435","no"
"34436","no"
"34437","no"
"34438","no"
"34439","no"
"34440","no"
"34441","no"
"34442","no"
"34443","no"
"34444","no"
"34445","yes"
"34446","no"
"34447","no"
"34448","no"
"34449","no"
"34450","yes"
"34451","no"
"34452","no"
"34453","no"
"34454","no"
"34455","no"
"34456","no"
"34457","no"
"34458","yes"
"34459","no"
"34460","no"
"34461","no"
"34462","yes"
"34463","no"
"34464","no"
"34465","no"
"34466","no"
"34467","no"
"34468","no"
"34469","no"
"34470","yes"
"34471","no"
"34472","no"
"34473","no"
"34474","no"
"34475","no"
"34476","no"
"34477","no"
"34478","no"
"34479","no"
"34480","no"
"34481","no"
"34482","yes"
"34483","no"
"34484","no"
"34485","no"
"34486","no"
"34487","no"
"34488","no"
"34489","no"
"34490","no"
"34491","no"
"34492","yes"
"34493","no"
"34494","no"
"34495","no"
"34496","yes"
"34497","no"
"34498","no"
"34499","no"
"34500","no"
"34501","no"
"34502","no"
"34503","no"
"34504","no"
"34505","no"
"34506","no"
"34507","no"
"34508","no"
"34509","no"
"34510","yes"
"34511","no"
"34512","no"
"34513","yes"
"34514","no"
"34515","no"
"34516","no"
"34517","yes"
"34518","no"
"34519","no"
"34520","no"
"34521","yes"
"34522","no"
"34523","no"
"34524","no"
"34525","no"
"34526","no"
"34527","no"
"34528","no"
"34529","yes"
"34530","no"
"34531","no"
"34532","no"
"34533","no"
"34534","no"
"34535","no"
"34536","yes"
"34537","no"
"34538","no"
"34539","no"
"34540","no"
"34541","no"
"34542","no"
"34543","no"
"34544","no"
"34545","no"
"34546","no"
"34547","no"
"34548","no"
"34549","no"
"34550","no"
"34551","no"
"34552","no"
"34553","no"
"34554","no"
"34555","no"
"34556","yes"
"34557","no"
"34558","no"
"34559","no"
"34560","no"
"34561","yes"
"34562","no"
"34563","no"
"34564","no"
"34565","no"
"34566","no"
"34567","no"
"34568","no"
"34569","no"
"34570","no"
"34571","no"
"34572","no"
"34573","no"
"34574","no"
"34575","no"
"34576","no"
"34577","no"
"34578","no"
"34579","no"
"34580","no"
"34581","no"
"34582","no"
"34583","no"
"34584","no"
"34585","no"
"34586","no"
"34587","no"
"34588","no"
"34589","no"
"34590","no"
"34591","no"
"34592","yes"
"34593","no"
"34594","no"
"34595","no"
"34596","no"
"34597","no"
"34598","no"
"34599","no"
"34600","no"
"34601","no"
"34602","no"
"34603","no"
"34604","no"
"34605","yes"
"34606","no"
"34607","no"
"34608","no"
"34609","no"
"34610","no"
"34611","no"
"34612","no"
"34613","no"
"34614","no"
"34615","no"
"34616","no"
"34617","yes"
"34618","no"
"34619","no"
"34620","no"
"34621","no"
"34622","no"
"34623","no"
"34624","no"
"34625","yes"
"34626","no"
"34627","no"
"34628","no"
"34629","no"
"34630","no"
"34631","no"
"34632","no"
"34633","no"
"34634","no"
"34635","no"
"34636","no"
"34637","no"
"34638","no"
"34639","no"
"34640","no"
"34641","yes"
"34642","no"
"34643","no"
"34644","no"
"34645","no"
"34646","no"
"34647","yes"
"34648","no"
"34649","no"
"34650","no"
"34651","no"
"34652","no"
"34653","no"
"34654","no"
"34655","no"
"34656","no"
"34657","no"
"34658","no"
"34659","no"
"34660","no"
"34661","no"
"34662","no"
"34663","yes"
"34664","no"
"34665","no"
"34666","no"
"34667","no"
"34668","no"
"34669","no"
"34670","no"
"34671","no"
"34672","no"
"34673","no"
"34674","no"
"34675","no"
"34676","no"
"34677","no"
"34678","no"
"34679","no"
"34680","no"
"34681","no"
"34682","no"
"34683","no"
"34684","no"
"34685","no"
"34686","no"
"34687","yes"
"34688","no"
"34689","yes"
"34690","no"
"34691","no"
"34692","yes"
"34693","no"
"34694","no"
"34695","no"
"34696","no"
"34697","no"
"34698","yes"
"34699","no"
"34700","no"
"34701","no"
"34702","no"
"34703","no"
"34704","no"
"34705","no"
"34706","yes"
"34707","no"
"34708","no"
"34709","no"
"34710","yes"
"34711","no"
"34712","no"
"34713","no"
"34714","no"
"34715","no"
"34716","no"
"34717","no"
"34718","no"
"34719","no"
"34720","no"
"34721","no"
"34722","no"
"34723","no"
"34724","no"
"34725","no"
"34726","no"
"34727","no"
"34728","no"
"34729","no"
"34730","no"
"34731","no"
"34732","no"
"34733","no"
"34734","no"
"34735","no"
"34736","yes"
"34737","no"
"34738","no"
"34739","no"
"34740","no"
"34741","no"
"34742","no"
"34743","yes"
"34744","no"
"34745","no"
"34746","no"
"34747","no"
"34748","no"
"34749","no"
"34750","no"
"34751","no"
"34752","no"
"34753","no"
"34754","no"
"34755","no"
"34756","no"
"34757","no"
"34758","no"
"34759","no"
"34760","no"
"34761","no"
"34762","yes"
"34763","no"
"34764","no"
"34765","no"
"34766","no"
"34767","no"
"34768","yes"
"34769","no"
"34770","no"
"34771","no"
"34772","no"
"34773","no"
"34774","no"
"34775","no"
"34776","no"
"34777","no"
"34778","no"
"34779","no"
"34780","no"
"34781","no"
"34782","no"
"34783","no"
"34784","no"
"34785","no"
"34786","no"
"34787","yes"
"34788","no"
"34789","no"
"34790","no"
"34791","no"
"34792","no"
"34793","no"
"34794","no"
"34795","yes"
"34796","no"
"34797","no"
"34798","no"
"34799","no"
"34800","no"
"34801","no"
"34802","no"
"34803","no"
"34804","no"
"34805","no"
"34806","no"
"34807","yes"
"34808","yes"
"34809","no"
"34810","no"
"34811","no"
"34812","no"
"34813","yes"
"34814","no"
"34815","yes"
"34816","no"
"34817","no"
"34818","no"
"34819","yes"
"34820","no"
"34821","no"
"34822","no"
"34823","no"
"34824","no"
"34825","no"
"34826","no"
"34827","no"
"34828","no"
"34829","no"
"34830","no"
"34831","no"
"34832","no"
"34833","no"
"34834","no"
"34835","no"
"34836","no"
"34837","no"
"34838","yes"
"34839","no"
"34840","no"
"34841","no"
"34842","yes"
"34843","no"
"34844","no"
"34845","no"
"34846","no"
"34847","no"
"34848","no"
"34849","no"
"34850","no"
"34851","no"
"34852","no"
"34853","no"
"34854","no"
"34855","no"
"34856","no"
"34857","yes"
"34858","no"
"34859","no"
"34860","no"
"34861","no"
"34862","no"
"34863","yes"
"34864","no"
"34865","no"
"34866","no"
"34867","no"
"34868","no"
"34869","no"
"34870","no"
"34871","no"
"34872","no"
"34873","no"
"34874","no"
"34875","no"
"34876","no"
"34877","no"
"34878","no"
"34879","no"
"34880","no"
"34881","no"
"34882","yes"
"34883","no"
"34884","no"
"34885","no"
"34886","no"
"34887","no"
"34888","no"
"34889","no"
"34890","no"
"34891","yes"
"34892","no"
"34893","no"
"34894","yes"
"34895","no"
"34896","no"
"34897","no"
"34898","no"
"34899","no"
"34900","no"
"34901","no"
"34902","yes"
"34903","no"
"34904","no"
"34905","no"
"34906","no"
"34907","yes"
"34908","no"
"34909","no"
"34910","no"
"34911","no"
"34912","no"
"34913","no"
"34914","no"
"34915","no"
"34916","no"
"34917","no"
"34918","no"
"34919","no"
"34920","no"
"34921","yes"
"34922","no"
"34923","no"
"34924","no"
"34925","no"
"34926","no"
"34927","no"
"34928","no"
"34929","no"
"34930","no"
"34931","no"
"34932","no"
"34933","no"
"34934","no"
"34935","yes"
"34936","no"
"34937","no"
"34938","no"
"34939","no"
"34940","no"
"34941","yes"
"34942","yes"
"34943","no"
"34944","no"
"34945","no"
"34946","no"
"34947","no"
"34948","no"
"34949","no"
"34950","no"
"34951","no"
"34952","no"
"34953","no"
"34954","no"
"34955","no"
"34956","no"
"34957","no"
"34958","yes"
"34959","yes"
"34960","no"
"34961","no"
"34962","no"
"34963","yes"
"34964","no"
"34965","no"
"34966","no"
"34967","no"
"34968","no"
"34969","no"
"34970","no"
"34971","no"
"34972","no"
"34973","yes"
"34974","no"
"34975","no"
"34976","no"
"34977","yes"
"34978","no"
"34979","no"
"34980","no"
"34981","no"
"34982","no"
"34983","no"
"34984","no"
"34985","no"
"34986","no"
"34987","no"
"34988","no"
"34989","no"
"34990","no"
"34991","no"
"34992","no"
"34993","no"
"34994","no"
"34995","no"
"34996","no"
"34997","no"
"34998","no"
"34999","no"
"35000","no"
"35001","no"
"35002","no"
"35003","no"
"35004","no"
"35005","no"
"35006","no"
"35007","no"
"35008","yes"
"35009","no"
"35010","no"
"35011","no"
"35012","no"
"35013","no"
"35014","no"
"35015","no"
"35016","no"
"35017","no"
"35018","no"
"35019","no"
"35020","no"
"35021","yes"
"35022","no"
"35023","no"
"35024","no"
"35025","no"
"35026","no"
"35027","no"
"35028","no"
"35029","no"
"35030","no"
"35031","no"
"35032","no"
"35033","no"
"35034","no"
"35035","no"
"35036","yes"
"35037","no"
"35038","no"
"35039","no"
"35040","no"
"35041","no"
"35042","yes"
"35043","yes"
"35044","yes"
"35045","no"
"35046","no"
"35047","no"
"35048","no"
"35049","no"
"35050","no"
"35051","no"
"35052","no"
"35053","yes"
"35054","no"
"35055","no"
"35056","no"
"35057","no"
"35058","yes"
"35059","no"
"35060","no"
"35061","no"
"35062","yes"
"35063","yes"
"35064","no"
"35065","no"
"35066","no"
"35067","no"
"35068","no"
"35069","no"
"35070","no"
"35071","no"
"35072","no"
"35073","no"
"35074","no"
"35075","no"
"35076","yes"
"35077","no"
"35078","no"
"35079","no"
"35080","no"
"35081","no"
"35082","yes"
"35083","no"
"35084","no"
"35085","yes"
"35086","no"
"35087","no"
"35088","no"
"35089","no"
"35090","no"
"35091","no"
"35092","no"
"35093","no"
"35094","no"
"35095","no"
"35096","no"
"35097","no"
"35098","no"
"35099","no"
"35100","no"
"35101","no"
"35102","no"
"35103","no"
"35104","no"
"35105","no"
"35106","no"
"35107","no"
"35108","no"
"35109","no"
"35110","no"
"35111","no"
"35112","no"
"35113","no"
"35114","no"
"35115","no"
"35116","no"
"35117","no"
"35118","no"
"35119","no"
"35120","no"
"35121","no"
"35122","no"
"35123","no"
"35124","no"
"35125","yes"
"35126","no"
"35127","no"
"35128","no"
"35129","no"
"35130","no"
"35131","no"
"35132","no"
"35133","no"
"35134","no"
"35135","no"
"35136","no"
"35137","no"
"35138","no"
"35139","no"
"35140","no"
"35141","yes"
"35142","no"
"35143","no"
"35144","no"
"35145","no"
"35146","no"
"35147","no"
"35148","no"
"35149","no"
"35150","no"
"35151","no"
"35152","yes"
"35153","no"
"35154","no"
"35155","no"
"35156","no"
"35157","no"
"35158","no"
"35159","no"
"35160","no"
"35161","no"
"35162","no"
"35163","no"
"35164","no"
"35165","no"
"35166","no"
"35167","no"
"35168","no"
"35169","no"
"35170","yes"
"35171","no"
"35172","no"
"35173","no"
"35174","no"
"35175","no"
"35176","no"
"35177","no"
"35178","no"
"35179","no"
"35180","no"
"35181","no"
"35182","no"
"35183","no"
"35184","no"
"35185","no"
"35186","no"
"35187","yes"
"35188","no"
"35189","no"
"35190","no"
"35191","no"
"35192","no"
"35193","no"
"35194","no"
"35195","no"
"35196","no"
"35197","no"
"35198","no"
"35199","no"
"35200","no"
"35201","no"
"35202","no"
"35203","yes"
"35204","no"
"35205","yes"
"35206","no"
"35207","no"
"35208","no"
"35209","no"
"35210","no"
"35211","no"
"35212","no"
"35213","no"
"35214","no"
"35215","yes"
"35216","no"
"35217","no"
"35218","no"
"35219","no"
"35220","no"
"35221","no"
"35222","yes"
"35223","no"
"35224","no"
"35225","yes"
"35226","no"
"35227","no"
"35228","yes"
"35229","no"
"35230","no"
"35231","yes"
"35232","no"
"35233","no"
"35234","no"
"35235","no"
"35236","no"
"35237","no"
"35238","no"
"35239","no"
"35240","no"
"35241","no"
"35242","no"
"35243","no"
"35244","no"
"35245","no"
"35246","no"
"35247","yes"
"35248","no"
"35249","no"
"35250","no"
"35251","no"
"35252","no"
"35253","no"
"35254","no"
"35255","no"
"35256","no"
"35257","no"
"35258","no"
"35259","no"
"35260","no"
"35261","no"
"35262","yes"
"35263","no"
"35264","no"
"35265","no"
"35266","no"
"35267","no"
"35268","no"
"35269","no"
"35270","no"
"35271","no"
"35272","no"
"35273","no"
"35274","no"
"35275","no"
"35276","no"
"35277","no"
"35278","yes"
"35279","no"
"35280","no"
"35281","no"
"35282","no"
"35283","no"
"35284","yes"
"35285","no"
"35286","no"
"35287","no"
"35288","no"
"35289","no"
"35290","no"
"35291","no"
"35292","yes"
"35293","no"
"35294","no"
"35295","yes"
"35296","no"
"35297","no"
"35298","no"
"35299","no"
"35300","no"
"35301","no"
"35302","no"
"35303","no"
"35304","no"
"35305","yes"
"35306","no"
"35307","no"
"35308","no"
"35309","no"
"35310","no"
"35311","yes"
"35312","no"
"35313","no"
"35314","no"
"35315","no"
"35316","no"
"35317","no"
"35318","yes"
"35319","no"
"35320","no"
"35321","no"
"35322","no"
"35323","no"
"35324","no"
"35325","no"
"35326","yes"
"35327","no"
"35328","no"
"35329","no"
"35330","no"
"35331","no"
"35332","no"
"35333","no"
"35334","no"
"35335","no"
"35336","no"
"35337","no"
"35338","no"
"35339","no"
"35340","no"
"35341","yes"
"35342","no"
"35343","no"
"35344","no"
"35345","no"
"35346","no"
"35347","no"
"35348","no"
"35349","no"
"35350","no"
"35351","no"
"35352","yes"
"35353","no"
"35354","no"
"35355","no"
"35356","no"
"35357","yes"
"35358","no"
"35359","no"
"35360","no"
"35361","yes"
"35362","no"
"35363","no"
"35364","no"
"35365","no"
"35366","no"
"35367","no"
"35368","no"
"35369","yes"
"35370","no"
"35371","yes"
"35372","no"
"35373","no"
"35374","yes"
"35375","no"
"35376","no"
"35377","no"
"35378","no"
"35379","no"
"35380","no"
"35381","no"
"35382","no"
"35383","no"
"35384","no"
"35385","no"
"35386","no"
"35387","no"
"35388","no"
"35389","yes"
"35390","no"
"35391","no"
"35392","no"
"35393","no"
"35394","yes"
"35395","no"
"35396","no"
"35397","no"
"35398","no"
"35399","yes"
"35400","no"
"35401","no"
"35402","no"
"35403","no"
"35404","no"
"35405","no"
"35406","no"
"35407","no"
"35408","yes"
"35409","yes"
"35410","no"
"35411","no"
"35412","yes"
"35413","no"
"35414","yes"
"35415","no"
"35416","no"
"35417","no"
"35418","no"
"35419","no"
"35420","no"
"35421","no"
"35422","no"
"35423","no"
"35424","no"
"35425","no"
"35426","no"
"35427","no"
"35428","yes"
"35429","no"
"35430","no"
"35431","no"
"35432","no"
"35433","no"
"35434","no"
"35435","yes"
"35436","no"
"35437","no"
"35438","no"
"35439","no"
"35440","no"
"35441","no"
"35442","no"
"35443","no"
"35444","no"
"35445","no"
"35446","no"
"35447","yes"
"35448","no"
"35449","no"
"35450","no"
"35451","no"
"35452","no"
"35453","no"
"35454","no"
"35455","no"
"35456","no"
"35457","no"
"35458","no"
"35459","no"
"35460","no"
"35461","no"
"35462","no"
"35463","yes"
"35464","no"
"35465","no"
"35466","no"
"35467","no"
"35468","yes"
"35469","no"
"35470","no"
"35471","no"
"35472","no"
"35473","no"
"35474","no"
"35475","no"
"35476","no"
"35477","no"
"35478","no"
"35479","yes"
"35480","no"
"35481","no"
"35482","yes"
"35483","no"
"35484","no"
"35485","no"
"35486","no"
"35487","no"
"35488","no"
"35489","no"
"35490","no"
"35491","no"
"35492","no"
"35493","no"
"35494","no"
"35495","no"
"35496","no"
"35497","yes"
"35498","no"
"35499","no"
"35500","no"
"35501","no"
"35502","no"
"35503","yes"
"35504","no"
"35505","yes"
"35506","no"
"35507","no"
"35508","no"
"35509","no"
"35510","no"
"35511","no"
"35512","yes"
"35513","no"
"35514","no"
"35515","no"
"35516","no"
"35517","no"
"35518","no"
"35519","no"
"35520","no"
"35521","no"
"35522","no"
"35523","no"
"35524","no"
"35525","yes"
"35526","no"
"35527","no"
"35528","no"
"35529","no"
"35530","yes"
"35531","no"
"35532","no"
"35533","no"
"35534","no"
"35535","no"
"35536","no"
"35537","no"
"35538","yes"
"35539","no"
"35540","no"
"35541","no"
"35542","no"
"35543","no"
"35544","no"
"35545","no"
"35546","no"
"35547","no"
"35548","no"
"35549","no"
"35550","no"
"35551","no"
"35552","no"
"35553","no"
"35554","no"
"35555","no"
"35556","no"
"35557","no"
"35558","no"
"35559","no"
"35560","yes"
"35561","no"
"35562","no"
"35563","no"
"35564","no"
"35565","no"
"35566","no"
"35567","no"
"35568","no"
"35569","no"
"35570","no"
"35571","no"
"35572","no"
"35573","no"
"35574","no"
"35575","no"
"35576","no"
"35577","no"
"35578","no"
"35579","no"
"35580","no"
"35581","no"
"35582","no"
"35583","no"
"35584","no"
"35585","no"
"35586","no"
"35587","no"
"35588","no"
"35589","no"
"35590","yes"
"35591","no"
"35592","no"
"35593","yes"
"35594","no"
"35595","no"
"35596","no"
"35597","no"
"35598","no"
"35599","no"
"35600","no"
"35601","no"
"35602","no"
"35603","no"
"35604","no"
"35605","yes"
"35606","no"
"35607","no"
"35608","no"
"35609","no"
"35610","no"
"35611","no"
"35612","no"
"35613","no"
"35614","no"
"35615","no"
"35616","no"
"35617","no"
"35618","no"
"35619","no"
"35620","no"
"35621","no"
"35622","no"
"35623","no"
"35624","yes"
"35625","no"
"35626","no"
"35627","no"
"35628","no"
"35629","no"
"35630","no"
"35631","no"
"35632","no"
"35633","no"
"35634","no"
"35635","yes"
"35636","no"
"35637","no"
"35638","no"
"35639","no"
"35640","no"
"35641","no"
"35642","no"
"35643","no"
"35644","no"
"35645","no"
"35646","yes"
"35647","no"
"35648","no"
"35649","yes"
"35650","no"
"35651","no"
"35652","yes"
"35653","no"
"35654","no"
"35655","no"
"35656","no"
"35657","yes"
"35658","no"
"35659","no"
"35660","no"
"35661","no"
"35662","no"
"35663","no"
"35664","no"
"35665","no"
"35666","no"
"35667","yes"
"35668","no"
"35669","no"
"35670","no"
"35671","no"
"35672","no"
"35673","no"
"35674","no"
"35675","no"
"35676","yes"
"35677","yes"
"35678","no"
"35679","no"
"35680","no"
"35681","no"
"35682","yes"
"35683","no"
"35684","no"
"35685","yes"
"35686","no"
"35687","no"
"35688","no"
"35689","no"
"35690","no"
"35691","no"
"35692","yes"
"35693","no"
"35694","no"
"35695","no"
"35696","no"
"35697","no"
"35698","no"
"35699","no"
"35700","no"
"35701","no"
"35702","no"
"35703","yes"
"35704","no"
"35705","no"
"35706","no"
"35707","no"
"35708","no"
"35709","no"
"35710","no"
"35711","no"
"35712","no"
"35713","no"
"35714","no"
"35715","no"
"35716","no"
"35717","no"
"35718","no"
"35719","yes"
"35720","no"
"35721","no"
"35722","yes"
"35723","no"
"35724","no"
"35725","no"
"35726","no"
"35727","no"
"35728","no"
"35729","no"
"35730","no"
"35731","no"
"35732","no"
"35733","no"
"35734","no"
"35735","no"
"35736","no"
"35737","no"
"35738","no"
"35739","no"
"35740","no"
"35741","no"
"35742","no"
"35743","no"
"35744","no"
"35745","no"
"35746","no"
"35747","no"
"35748","no"
"35749","yes"
"35750","no"
"35751","no"
"35752","yes"
"35753","no"
"35754","no"
"35755","no"
"35756","no"
"35757","no"
"35758","no"
"35759","no"
"35760","no"
"35761","no"
"35762","no"
"35763","no"
"35764","no"
"35765","no"
"35766","yes"
"35767","no"
"35768","no"
"35769","yes"
"35770","no"
"35771","no"
"35772","no"
"35773","no"
"35774","no"
"35775","no"
"35776","no"
"35777","no"
"35778","no"
"35779","yes"
"35780","no"
"35781","no"
"35782","no"
"35783","no"
"35784","no"
"35785","no"
"35786","no"
"35787","no"
"35788","no"
"35789","no"
"35790","no"
"35791","no"
